@relation kpi_negocio

@attribute negocio {Sam´s Club, Superama, Walmart,eCommerce}
@attribute kpi {Description,Header}
@attribute departamento {46,	92,	9,	15,	3,	32,	26,	12,	6,	49,	21,	58,	7,	1,	50,	47,	18,	10,	41,	4,	19,	36,	13,	5,	22,	16,	53,	2,	17,	31,	60,	40,	11,	54,	20,	28,	14,	8,	51}
@attribute resultado real

@data
eCommerce,Header,JUGUETERIA,62.95
eCommerce,Header,JUGUETERIA,60
eCommerce,Header,JUGUETERIA,80.88
eCommerce,Header,JUGUETERIA,71.11
eCommerce,Header,JUGUETERIA,92.58
eCommerce,Header,JUGUETERIA,100
eCommerce,Header,JUGUETERIA,93.33
eCommerce,Header,JUGUETERIA,57.77
eCommerce,Header,JUGUETERIA,68.14
eCommerce,Header,JUGUETERIA,88.33
eCommerce,Header,JUGUETERIA,89.99
eCommerce,Header,JUGUETERIA,88.88
eCommerce,Header,JUGUETERIA,88.88
eCommerce,Header,JUGUETERIA,79.44
eCommerce,Header,JUGUETERIA,97.93
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,82.21
eCommerce,Header,MASCOTAS,91.11
eCommerce,Header,MASCOTAS,93.77
eCommerce,Header,MASCOTAS,97.77
eCommerce,Header,MASCOTAS,97.18
eCommerce,Header,MASCOTAS,87.4
eCommerce,Header,MASCOTAS,95.55
eCommerce,Header,MASCOTAS,99.44
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,98.48
eCommerce,Header,MASCOTAS,83.33
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,96.29
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,94.07
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,79.25
eCommerce,Header,MASCOTAS,82.22
eCommerce,Header,MASCOTAS,100
eCommerce,Header,MASCOTAS,84.44
eCommerce,Header,DEPORTES,74.81
eCommerce,Header,DEPORTES,71.11
eCommerce,Header,DEPORTES,61.55
eCommerce,Header,DEPORTES,64.44
eCommerce,Header,DEPORTES,88.88
eCommerce,Header,DEPORTES,53.33
eCommerce,Header,DEPORTES,79.25
eCommerce,Header,DEPORTES,74.44
eCommerce,Header,DEPORTES,58.66
eCommerce,Header,DEPORTES,75.55
eCommerce,Header,DEPORTES,89.28
eCommerce,Header,DEPORTES,50.36
eCommerce,Header,DEPORTES,51.99
eCommerce,Header,DEPORTES,100
eCommerce,Header,DEPORTES,98.51
eCommerce,Header,DEPORTES,65.99
eCommerce,Header,DEPORTES,42.22
eCommerce,Header,DEPORTES,97.77
eCommerce,Header,DEPORTES,75.55
eCommerce,Header,DEPORTES,73.32
eCommerce,Header,DEPORTES,75.55
eCommerce,Header,DEPORTES,73.33
eCommerce,Header,DEPORTES,66.1
eCommerce,Header,DEPORTES,100
eCommerce,Header,DEPORTES,82.22
eCommerce,Header,DEPORTES,69.99
eCommerce,Header,DEPORTES,88.88
eCommerce,Header,DEPORTES,71.11
eCommerce,Header,DEPORTES,88.88
eCommerce,Header,DEPORTES,100
eCommerce,Header,DEPORTES,100
eCommerce,Header,DEPORTES,68.88
eCommerce,Header,ACCESORIOS PARA AUTOS,84.57
eCommerce,Header,ACCESORIOS PARA AUTOS,74.81
eCommerce,Header,ACCESORIOS PARA AUTOS,95.71
eCommerce,Header,ACCESORIOS PARA AUTOS,97.77
eCommerce,Header,ACCESORIOS PARA AUTOS,100
eCommerce,Header,ACCESORIOS PARA AUTOS,100
eCommerce,Header,ACCESORIOS PARA AUTOS,85.55
eCommerce,Header,ACCESORIOS PARA AUTOS,99.44
eCommerce,Header,ACCESORIOS PARA AUTOS,94.6
eCommerce,Header,ACCESORIOS PARA AUTOS,82.96
eCommerce,Header,ACCESORIOS PARA AUTOS,80.55
eCommerce,Header,ACCESORIOS PARA AUTOS,68.88
eCommerce,Header,ACCESORIOS PARA AUTOS,81.48
eCommerce,Header,ACCESORIOS PARA AUTOS,79.36
eCommerce,Header,ACCESORIOS PARA AUTOS,96.29
eCommerce,Header,ACCESORIOS PARA AUTOS,76.66
eCommerce,Header,ACCESORIOS PARA AUTOS,86.66
eCommerce,Header,ACCESORIOS PARA AUTOS,93.33
eCommerce,Header,ACCESORIOS PARA AUTOS,100
eCommerce,Header,ACCESORIOS PARA AUTOS,100
eCommerce,Header,ACCESORIOS PARA AUTOS,82.22
eCommerce,Header,ACCESORIOS PARA AUTOS,91.11
eCommerce,Header,ACCESORIOS PARA AUTOS,79.1
eCommerce,Header,ACCESORIOS PARA AUTOS,100
eCommerce,Header,ACCESORIOS PARA AUTOS,100
eCommerce,Header,ACCESORIOS PARA AUTOS,53.33
eCommerce,Header,ACCESORIOS PARA AUTOS,60
eCommerce,Header,FERRETERIA,64.44
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,87.77
eCommerce,Header,ARTICULOS PARA EL HOGAR,76.8
eCommerce,Header,ARTICULOS PARA EL HOGAR,94.07
eCommerce,Header,ARTICULOS PARA EL HOGAR,68.32
eCommerce,Header,ARTICULOS PARA EL HOGAR,91.11
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,52.21
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,77.77
eCommerce,Header,ARTICULOS PARA EL HOGAR,95.55
eCommerce,Header,ARTICULOS PARA EL HOGAR,86.66
eCommerce,Header,ARTICULOS PARA EL HOGAR,99.72
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,87.44
eCommerce,Header,ARTICULOS PARA EL HOGAR,88.88
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,87.72
eCommerce,Header,ARTICULOS PARA EL HOGAR,95.55
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ARTICULOS PARA EL HOGAR,79.25
eCommerce,Header,ARTICULOS PARA EL HOGAR,95.55
eCommerce,Header,ARTICULOS PARA EL HOGAR,100
eCommerce,Header,ELECTRODOMESTICOS,97.77
eCommerce,Header,ELECTRODOMESTICOS,99.25
eCommerce,Header,ELECTRODOMESTICOS,91.1
eCommerce,Header,ELECTRODOMESTICOS,65.17
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,57.77
eCommerce,Header,ELECTRODOMESTICOS,98.38
eCommerce,Header,ELECTRODOMESTICOS,95.55
eCommerce,Header,ELECTRODOMESTICOS,88.88
eCommerce,Header,ELECTRODOMESTICOS,95
eCommerce,Header,ELECTRODOMESTICOS,99.77
eCommerce,Header,ELECTRODOMESTICOS,96.66
eCommerce,Header,ELECTRODOMESTICOS,98.66
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,96.29
eCommerce,Header,ELECTRODOMESTICOS,98.66
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,84.43
eCommerce,Header,ELECTRODOMESTICOS,98.57
eCommerce,Header,ELECTRODOMESTICOS,98.33
eCommerce,Header,ELECTRODOMESTICOS,94.06
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,95.55
eCommerce,Header,ELECTRODOMESTICOS,92.21
eCommerce,Header,ELECTRODOMESTICOS,99.82
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,95.55
eCommerce,Header,ELECTRODOMESTICOS,94.22
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,77.77
eCommerce,Header,ELECTRODOMESTICOS,93.33
eCommerce,Header,ELECTRODOMESTICOS,65.55
eCommerce,Header,ELECTRODOMESTICOS,91.11
eCommerce,Header,ELECTRODOMESTICOS,80
eCommerce,Header,ELECTRODOMESTICOS,73.33
eCommerce,Header,ELECTRODOMESTICOS,85.18
eCommerce,Header,ELECTRODOMESTICOS,89.2
eCommerce,Header,ELECTRODOMESTICOS,96.66
eCommerce,Header,ELECTRODOMESTICOS,99.25
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,91.1
eCommerce,Header,ELECTRODOMESTICOS,86.66
eCommerce,Header,ELECTRODOMESTICOS,100
eCommerce,Header,ELECTRODOMESTICOS,93.33
eCommerce,Header,ELECTRODOMESTICOS,71.11
eCommerce,Header,ELECTRODOMESTICOS,71.11
eCommerce,Header,ELECTRODOMESTICOS,93.33
eCommerce,Header,JARDINERIA,85.77
eCommerce,Header,JARDINERIA,100
eCommerce,Header,JARDINERIA,99.77
eCommerce,Header,JARDINERIA,100
eCommerce,Header,JARDINERIA,57.77
eCommerce,Header,JARDINERIA,74.07
eCommerce,Header,JARDINERIA,89.44
eCommerce,Header,JARDINERIA,97.77
eCommerce,Header,JARDINERIA,72.21
eCommerce,Header,JARDINERIA,62.21
eCommerce,Header,JARDINERIA,73.33
eCommerce,Header,JARDINERIA,81.48
eCommerce,Header,JARDINERIA,100
eCommerce,Header,JARDINERIA,97.77
eCommerce,Header,JARDINERIA,87.99
eCommerce,Header,MUEBLES,60
eCommerce,Header,MUEBLES,100
eCommerce,Header,ARTICULOS DE TEMPORADA,100
eCommerce,Header,ARTICULOS DE TEMPORADA,100
eCommerce,Header,COCINA Y BAÑO,94.44
eCommerce,Header,COCINA Y BAÑO,74.21
eCommerce,Header,COCINA Y BAÑO,71.11
eCommerce,Header,COCINA Y BAÑO,92.22
eCommerce,Header,COCINA Y BAÑO,88.88
eCommerce,Header,ROPA DE CAMA,82.22
eCommerce,Header,BEBES,82.22
eCommerce,Header,BEBES,82.95
eCommerce,Header,BEBES,82.21
eCommerce,Header,BEBES,93.33
eCommerce,Header,BEBES,95.55
eCommerce,Header,BEBES,75.33
eCommerce,Header,BEBES,51.84
eCommerce,Header,BEBES,73.32
eCommerce,Header,BEBES,100
eCommerce,Header,BEBES,86.41
eCommerce,Header,BEBES,83.33
eCommerce,Header,BEBES,90.33
eCommerce,Header,BEBES,75.55
eCommerce,Header,BEBES,99.25
eCommerce,Header,BEBES,88.14
eCommerce,Header,BEBES,86.66
eCommerce,Header,BEBES,88.81
eCommerce,Header,BEBES,62.22
eCommerce,Header,BEBES,70.21
eCommerce,Header,BEBES,62.22
eCommerce,Header,BEBES,93.33
eCommerce,Header,BEBES,87.03
eCommerce,Header,BEBES,84.44
eCommerce,Header,BEBES,77.03
eCommerce,Header,BEBES,73.33
eCommerce,Header,BEBES,88.88
eCommerce,Header,BEBES,86.66
eCommerce,Header,BEBES,78.88
eCommerce,Header,BEBES,95
eCommerce,Header,JOYERIA,100
eCommerce,Header,JOYERIA,93.33
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,74.81
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,42.68
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,37.77
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,64.44
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,35.55
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,57.77
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,86.66
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,47.22
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,62.85
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,80.55
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,48.88
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,75.55
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,80.73
eCommerce,Header,TARJ/LIBROS/REV SUBDIV:DPT03,22.22
eCommerce,Description,PAPELERIA,26.66
eCommerce,Description,PAPELERIA,44.94
eCommerce,Description,PAPELERIA,35.33
eCommerce,Description,PAPELERIA,77.66
eCommerce,Description,PAPELERIA,39.19
eCommerce,Description,PAPELERIA,72
eCommerce,Description,PAPELERIA,41.33
eCommerce,Description,PAPELERIA,99.33
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,25.01
eCommerce,Description,PAPELERIA,45.99
eCommerce,Description,PAPELERIA,95.55
eCommerce,Description,PAPELERIA,37.33
eCommerce,Description,PAPELERIA,58.66
eCommerce,Description,PAPELERIA,70.66
eCommerce,Description,PAPELERIA,75.61
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,83.83
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,0
eCommerce,Description,PAPELERIA,0
eCommerce,Description,PAPELERIA,52
eCommerce,Description,PAPELERIA,49.33
eCommerce,Description,PAPELERIA,33.33
eCommerce,Description,PAPELERIA,37.33
eCommerce,Description,PAPELERIA,100
eCommerce,Description,PAPELERIA,25.33
eCommerce,Description,PAPELERIA,76
eCommerce,Description,PAPELERIA,93.33
eCommerce,Description,PAPELERIA,64
eCommerce,Description,ELECTRONICA,46.52
eCommerce,Description,ELECTRONICA,66.33
eCommerce,Description,ELECTRONICA,68.8
eCommerce,Description,ELECTRONICA,82.72
eCommerce,Description,ELECTRONICA,50
eCommerce,Description,ELECTRONICA,79.29
eCommerce,Description,ELECTRONICA,78.17
eCommerce,Description,ELECTRONICA,79.47
eCommerce,Description,ELECTRONICA,81.96
eCommerce,Description,ELECTRONICA,81.8
eCommerce,Description,ELECTRONICA,81.56
eCommerce,Description,ELECTRONICA,81.39
eCommerce,Description,ELECTRONICA,82.22
eCommerce,Description,ELECTRONICA,76.95
eCommerce,Description,ELECTRONICA,54.08
eCommerce,Description,ELECTRONICA,59.66
eCommerce,Description,ELECTRONICA,77.94
eCommerce,Description,ELECTRONICA,82.48
eCommerce,Description,ELECTRONICA,83.28
eCommerce,Description,ELECTRONICA,87.31
eCommerce,Description,ELECTRONICA,88.16
eCommerce,Description,ELECTRONICA,75.88
eCommerce,Description,ELECTRONICA,87.06
eCommerce,Description,ELECTRONICA,85.04
eCommerce,Description,ELECTRONICA,84.52
eCommerce,Description,ELECTRONICA,78.2
eCommerce,Description,ELECTRONICA,77
eCommerce,Description,ELECTRONICA,83.11
eCommerce,Description,ELECTRONICA,82.81
eCommerce,Description,ELECTRONICA,74.87
eCommerce,Description,ELECTRONICA,76.62
eCommerce,Description,ELECTRONICA,96.62
eCommerce,Description,ELECTRONICA,79.5
eCommerce,Description,ELECTRONICA,85
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,32
eCommerce,Description,ELECTRONICA,74.05
eCommerce,Description,ELECTRONICA,78.16
eCommerce,Description,ELECTRONICA,85.83
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,86
eCommerce,Description,ELECTRONICA,50
eCommerce,Description,ELECTRONICA,78.78
eCommerce,Description,ELECTRONICA,71.25
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,86.4
eCommerce,Description,ELECTRONICA,85
eCommerce,Description,ELECTRONICA,64.85
eCommerce,Description,ELECTRONICA,79.2
eCommerce,Description,ELECTRONICA,99
eCommerce,Description,ELECTRONICA,85.14
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,66.66
eCommerce,Description,ELECTRONICA,71.33
eCommerce,Description,ELECTRONICA,56
eCommerce,Description,ELECTRONICA,44.5
eCommerce,Description,ELECTRONICA,68.9
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,72
eCommerce,Description,ELECTRONICA,94.5
eCommerce,Description,ELECTRONICA,67
eCommerce,Description,ELECTRONICA,77.66
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,79.5
eCommerce,Description,ELECTRONICA,90.75
eCommerce,Description,ELECTRONICA,96.81
eCommerce,Description,ELECTRONICA,64.75
eCommerce,Description,ELECTRONICA,98.66
eCommerce,Description,ELECTRONICA,88.75
eCommerce,Description,ELECTRONICA,76.37
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,74.5
eCommerce,Description,ELECTRONICA,46
eCommerce,Description,ELECTRONICA,79.75
eCommerce,Description,ELECTRONICA,84.71
eCommerce,Description,ELECTRONICA,84.63
eCommerce,Description,ELECTRONICA,86.81
eCommerce,Description,ELECTRONICA,72.8
eCommerce,Description,ELECTRONICA,63
eCommerce,Description,ELECTRONICA,56.66
eCommerce,Description,ELECTRONICA,57.3
eCommerce,Description,ELECTRONICA,81
eCommerce,Description,ELECTRONICA,69.5
eCommerce,Description,ELECTRONICA,71.4
eCommerce,Description,ELECTRONICA,78
eCommerce,Description,ELECTRONICA,78.77
eCommerce,Description,ELECTRONICA,49.6
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,82.5
eCommerce,Description,ELECTRONICA,79
eCommerce,Description,ELECTRONICA,96.6
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,71
eCommerce,Description,ELECTRONICA,89.75
eCommerce,Description,ELECTRONICA,91.5
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,73.4
eCommerce,Description,ELECTRONICA,77.92
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,67.92
eCommerce,Description,ELECTRONICA,90.83
eCommerce,Description,ELECTRONICA,97.44
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,58
eCommerce,Description,ELECTRONICA,90
eCommerce,Description,ELECTRONICA,98.5
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,80
eCommerce,Description,ELECTRONICA,71
eCommerce,Description,ELECTRONICA,58
eCommerce,Description,ELECTRONICA,70.33
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,77.66
eCommerce,Description,ELECTRONICA,66
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,60
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,90.75
eCommerce,Description,ELECTRONICA,75
eCommerce,Description,ELECTRONICA,68.66
eCommerce,Description,ELECTRONICA,56.75
eCommerce,Description,ELECTRONICA,91
eCommerce,Description,ELECTRONICA,91
eCommerce,Description,ELECTRONICA,73.5
eCommerce,Description,ELECTRONICA,87
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,67.66
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,26
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,37
eCommerce,Description,ELECTRONICA,59
eCommerce,Description,ELECTRONICA,83
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,62
eCommerce,Description,ELECTRONICA,59
eCommerce,Description,ELECTRONICA,67.4
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,28
eCommerce,Description,ELECTRONICA,48.83
eCommerce,Description,ELECTRONICA,95.5
eCommerce,Description,ELECTRONICA,75.33
eCommerce,Description,ELECTRONICA,38.33
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,87
eCommerce,Description,ELECTRONICA,96
eCommerce,Description,ELECTRONICA,50
eCommerce,Description,ELECTRONICA,87.5
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,100
eCommerce,Description,ELECTRONICA,84.6
eCommerce,Description,ELECTRONICA,77.5
eCommerce,Description,FOTOGRAFIA,100
eCommerce,Description,FOTOGRAFIA,45
eCommerce,Description,FOTOGRAFIA,53
eCommerce,Description,FOTOGRAFIA,21
eCommerce,Description,FOTOGRAFIA,14
eCommerce,Description,FOTOGRAFIA,14
eCommerce,Description,FOTOGRAFIA,74
eCommerce,Description,FOTOGRAFIA,82.5
eCommerce,Description,FOTOGRAFIA,100
eCommerce,Description,FOTOGRAFIA,71.75
eCommerce,Description,FOTOGRAFIA,100
eCommerce,Description,FOTOGRAFIA,73
eCommerce,Description,JUGUETERIA,56.61
eCommerce,Description,JUGUETERIA,75.74
eCommerce,Description,JUGUETERIA,0
eCommerce,Description,JUGUETERIA,40.22
eCommerce,Description,JUGUETERIA,71.12
eCommerce,Description,JUGUETERIA,60
eCommerce,Description,JUGUETERIA,36
eCommerce,Description,JUGUETERIA,28.25
eCommerce,Description,JUGUETERIA,39
eCommerce,Description,JUGUETERIA,27.6
eCommerce,Description,JUGUETERIA,53.55
eCommerce,Description,JUGUETERIA,63.4
eCommerce,Description,JUGUETERIA,30
eCommerce,Description,JUGUETERIA,23.5
eCommerce,Description,JUGUETERIA,57.2
eCommerce,Description,JUGUETERIA,21
eCommerce,Description,JUGUETERIA,28
eCommerce,Description,JUGUETERIA,53.2
eCommerce,Description,JUGUETERIA,40
eCommerce,Description,JUGUETERIA,78.83
eCommerce,Description,JUGUETERIA,61.66
eCommerce,Description,JUGUETERIA,65
eCommerce,Description,JUGUETERIA,66.5
eCommerce,Description,JUGUETERIA,66.63
eCommerce,Description,JUGUETERIA,63
eCommerce,Description,JUGUETERIA,53
eCommerce,Description,JUGUETERIA,38.42
eCommerce,Description,JUGUETERIA,74.5
eCommerce,Description,JUGUETERIA,100
eCommerce,Description,JUGUETERIA,22
eCommerce,Description,JUGUETERIA,37.5
eCommerce,Description,JUGUETERIA,39
eCommerce,Description,JUGUETERIA,65.14
eCommerce,Description,JUGUETERIA,74.83
eCommerce,Description,JUGUETERIA,43
eCommerce,Description,JUGUETERIA,62.5
eCommerce,Description,JUGUETERIA,100
eCommerce,Description,JUGUETERIA,95
eCommerce,Description,JUGUETERIA,100
eCommerce,Description,JUGUETERIA,93
eCommerce,Description,JUGUETERIA,32.83
eCommerce,Description,JUGUETERIA,43
eCommerce,Description,JUGUETERIA,35
eCommerce,Description,JUGUETERIA,66.2
eCommerce,Description,JUGUETERIA,55.11
eCommerce,Description,JUGUETERIA,100
eCommerce,Description,JUGUETERIA,89.8
eCommerce,Description,JUGUETERIA,46
eCommerce,Description,JUGUETERIA,9.66
eCommerce,Description,JUGUETERIA,0
eCommerce,Description,JUGUETERIA,0
eCommerce,Description,JUGUETERIA,100
eCommerce,Description,JUGUETERIA,33.66
eCommerce,Description,JUGUETERIA,30.75
eCommerce,Description,JUGUETERIA,34
eCommerce,Description,JUGUETERIA,34
eCommerce,Description,JUGUETERIA,34
eCommerce,Description,JUGUETERIA,25.25
eCommerce,Description,JUGUETERIA,16.28
eCommerce,Description,MASCOTAS,64.51
eCommerce,Description,MASCOTAS,23.4
eCommerce,Description,MASCOTAS,67.5
eCommerce,Description,MASCOTAS,18.2
eCommerce,Description,MASCOTAS,68.33
eCommerce,Description,MASCOTAS,54.6
eCommerce,Description,MASCOTAS,65.44
eCommerce,Description,MASCOTAS,34.95
eCommerce,Description,MASCOTAS,40.25
eCommerce,Description,MASCOTAS,100
eCommerce,Description,MASCOTAS,33.33
eCommerce,Description,MASCOTAS,41.33
eCommerce,Description,MASCOTAS,0
eCommerce,Description,MASCOTAS,24
eCommerce,Description,MASCOTAS,10
eCommerce,Description,MASCOTAS,0
eCommerce,Description,MASCOTAS,0
eCommerce,Description,MASCOTAS,0
eCommerce,Description,MASCOTAS,19.5
eCommerce,Description,MASCOTAS,0
eCommerce,Description,MASCOTAS,0
eCommerce,Description,MASCOTAS,40.66
eCommerce,Description,MASCOTAS,100
eCommerce,Description,MASCOTAS,23
eCommerce,Description,MASCOTAS,15
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,83.5
eCommerce,Description,DEPORTES,89.8
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,81.5
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,79
eCommerce,Description,DEPORTES,95.81
eCommerce,Description,DEPORTES,80.33
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,86.2
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,97.9
eCommerce,Description,DEPORTES,79.5
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,86.75
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,100
eCommerce,Description,DEPORTES,57
eCommerce,Description,ACCESORIOS PARA AUTOS,94.12
eCommerce,Description,ACCESORIOS PARA AUTOS,93.86
eCommerce,Description,ACCESORIOS PARA AUTOS,65.42
eCommerce,Description,ACCESORIOS PARA AUTOS,71.6
eCommerce,Description,ACCESORIOS PARA AUTOS,53
eCommerce,Description,ACCESORIOS PARA AUTOS,40
eCommerce,Description,ACCESORIOS PARA AUTOS,87.5
eCommerce,Description,ACCESORIOS PARA AUTOS,98
eCommerce,Description,ACCESORIOS PARA AUTOS,93.28
eCommerce,Description,ACCESORIOS PARA AUTOS,76
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,78
eCommerce,Description,ACCESORIOS PARA AUTOS,20.28
eCommerce,Description,ACCESORIOS PARA AUTOS,55
eCommerce,Description,ACCESORIOS PARA AUTOS,74.5
eCommerce,Description,ACCESORIOS PARA AUTOS,50
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,63
eCommerce,Description,ACCESORIOS PARA AUTOS,65
eCommerce,Description,ACCESORIOS PARA AUTOS,72.2
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,100
eCommerce,Description,ACCESORIOS PARA AUTOS,53
eCommerce,Description,ACCESORIOS PARA AUTOS,79
eCommerce,Description,FERRETERIA,77
eCommerce,Description,ARTICULOS PARA EL HOGAR,37
eCommerce,Description,ARTICULOS PARA EL HOGAR,60
eCommerce,Description,ARTICULOS PARA EL HOGAR,30.75
eCommerce,Description,ARTICULOS PARA EL HOGAR,83.23
